text,intent,sentiment
Can you process a refund for ZENDFiber 1 Gbps ?,refund,neutral
Please return my money for ZENDCloud VM Pro .,refund,happy
Please return my money for ZENDCloud VM Pro.,refund,happy
I want a refund for my ZENDStorage 1TB .,refund,neutral
I want a refund for my ZENDStorage 1TB.,refund,neutral
Can you process a refund for ZENDFleet IoT?,refund,neutral
Can you process a refund for ZENDFleet IoT ?,refund,neutral
Please return my money for Prepaid Basic .,refund,happy
Please return my money for prepaid basic.,refund,happy
I want a refund for my Prepaid Plus .,refund,neutral
I want a refund for my Prepaid Plus.,refund,neutral
Can you process a refund for Postpaid Gold?,refund,neutral
Can you process a refund for postpaid gold?,refund,neutral
Please return my money for ZENDFiber 100 Mbps .,refund,happy
Please return my money for ZENDFiber 100 Mbps.,refund,happy
I want a refund for my ZENDFiber 1 Gbps .,refund,neutral
I want a refund for my ZENDFiber 1 Gbps.,refund,neutral
Can you process a refund for ZENDCloud VM Pro?,refund,neutral
Can you process a refund for ZENDCloud VM Pro ?,refund,neutral
Please return my money for ZENDStorage 1TB .,refund,happy
Please return my money for ZENDStorage 1TB.,refund,happy
I want a refund for my ZENDFleet IoT .,refund,neutral
I want a refund for my ZENDFleet IoT.,refund,neutral
Can you process a refund for Prepaid Basic?,refund,neutral
Can you process a refund for prepaid basic?,refund,neutral
Please return my money for Prepaid Plus .,refund,happy
Please return my money for Prepaid Plus.,refund,happy
I want a refund for my postpaid gold.,refund,neutral
I want a refund for my Postpaid Gold.,refund,neutral
Can you process a refund for ZENDFiber 100 Mbps?,refund,neutral
Can you process a refund for ZENDFiber 100 Mbps ?,refund,neutral
Please return my money for ZENDFiber 1 Gbps .,refund,happy
Please return my money for ZENDFiber 1 Gbps.,refund,happy
I want a refund for my ZENDCloud VM Pro .,refund,neutral
I want a refund for my ZENDCloud VM Pro.,refund,neutral
Can you process a refund for ZENDStorage 1TB?,refund,neutral
Can you process a refund for ZENDStorage 1TB ?,refund,neutral
Please return my money for ZENDFleet IoT .,refund,happy
Please return my money for ZENDFleet IoT.,refund,happy
I want a refund for my Prepaid Basic .,refund,neutral
I want a refund for my prepaid basic .,refund,neutral
Can you process a refund for Prepaid Plus?,refund,neutral
Can you process a refund for Prepaid Plus ?,refund,neutral
Please return my money for postpaid gold.,refund,happy
Please return my money for Postpaid Gold.,refund,happy
I want a refund for my ZENDFiber 100 Mbps .,refund,neutral
I want a refund for my ZENDFiber 100 Mbps.,refund,neutral
Can you process a refund for ZENDFiber 1 Gbps?,refund,neutral
Can you process a refund for ZENDFiber 1 Gbps ?,refund,neutral
Please return my money for ZENDCloud VM Pro .,refund,happy
Please return my money for ZENDCloud VM Pro.,refund,happy
I want a refund for my ZENDStorage 1TB .,refund,neutral
I want a refund for my ZENDStorage 1TB.,refund,neutral
Can you process a refund for ZENDFleet IoT?,refund,neutral
Can you process a refund for ZENDFleet IoT ?,refund,neutral
Please return my money for Prepaid Basic .,refund,happy
Please return my money for prepaid basic.,refund,happy
I want a refund for my Prepaid Plus .,refund,neutral
I want a refund for my Prepaid Plus.,refund,neutral
Can you process a refund for Postpaid Gold?,refund,neutral
Can you process a refund for postpaid gold?,refund,neutral
Please return my money for ZENDFiber 100 Mbps .,refund,happy
Please return my money for ZENDFiber 100 Mbps.,refund,happy
I want a refund for my ZENDFiber 1 Gbps .,refund,neutral
I want a refund for my ZENDFiber 1 Gbps.,refund,neutral
Can you process a refund for ZENDCloud VM Pro?,refund,neutral
Can you process a refund for ZENDCloud VM Pro ?,refund,neutral
Please return my money for ZENDStorage 1TB .,refund,happy
Please return my money for ZENDStorage 1TB.,refund,happy
I want a refund for my ZENDFleet IoT .,refund,neutral
I want a refund for my ZENDFleet IoT.,refund,neutral
Can you process a refund for Prepaid Basic?,refund,neutral
Can you process a refund for prepaid basic?,refund,neutral
Please return my money for Prepaid Plus .,refund,happy
Please return my money for Prepaid Plus.,refund,happy
I want a refund for my postpaid gold.,refund,neutral
I want a refund for my Postpaid Gold.,refund,neutral
Can you process a refund for ZENDFiber 100 Mbps?,refund,neutral
Can you process a refund for ZENDFiber 100 Mbps ?,refund,neutral
Please return my money for ZENDFiber 1 Gbps .,refund,happy
Please return my money for ZENDFiber 1 Gbps.,refund,happy
I want a refund for my ZENDCloud VM Pro .,refund,neutral
I want a refund for my ZENDCloud VM Pro.,refund,neutral
Can you process a refund for ZENDStorage 1TB?,refund,neutral
Can you process a refund for ZENDStorage 1TB ?,refund,neutral
Please return my money for ZENDFleet IoT .,refund,happy
Please return my money for ZENDFleet IoT.,refund,happy
I want a refund for my Prepaid Basic .,refund,neutral
I want a refund for my prepaid basic .,refund,neutral
Can you process a refund for Prepaid Plus?,refund,neutral
Can you process a refund for Prepaid Plus ?,refund,neutral
Please return my money for postpaid gold.,refund,happy
Please return my money for Postpaid Gold.,refund,happy
I want a refund for my ZENDFiber 100 Mbps .,refund,neutral
I want a refund for my ZENDFiber 100 Mbps.,refund,neutral
Can you process a refund for ZENDFiber 1 Gbps?,refund,neutral
Can you process a refund for ZENDFiber 1 Gbps ?,refund,neutral
Please return my money for ZENDCloud VM Pro .,refund,happy
Please return my money for ZENDCloud VM Pro.,refund,happy
I want a refund for my ZENDStorage 1TB .,refund,neutral
I want a refund for my ZENDStorage 1TB.,refund,neutral
Can you process a refund for ZENDFleet IoT?,refund,neutral
Can you process a refund for ZENDFleet IoT ?,refund,neutral
Please return my money for Prepaid Basic .,refund,happy
Please return my money for prepaid basic.,refund,happy
I want a refund for my Prepaid Plus .,refund,neutral
I want a refund for my Prepaid Plus.,refund,neutral
Can you process a refund for Postpaid Gold?,refund,neutral
Can you process a refund for postpaid gold?,refund,neutral
Please return my money for ZENDFiber 100 Mbps .,refund,happy
Please return my money for ZENDFiber 100 Mbps.,refund,happy
I want a refund for my ZENDFiber 1 Gbps .,refund,neutral
I want a refund for my ZENDFiber 1 Gbps.,refund,neutral
Can you process a refund for ZENDCloud VM Pro?,refund,neutral
Can you process a refund for ZENDCloud VM Pro ?,refund,neutral
Please return my money for ZENDStorage 1TB .,refund,happy
Please return my money for ZENDStorage 1TB.,refund,happy
I want a refund for my ZENDFleet IoT .,refund,neutral
I want a refund for my ZENDFleet IoT.,refund,neutral
Can you process a refund for Prepaid Basic?,refund,neutral
Can you process a refund for prepaid basic?,refund,neutral
Please return my money for Prepaid Plus .,refund,happy
Please return my money for Prepaid Plus.,refund,happy
I want a refund for my postpaid gold.,refund,neutral
I want a refund for my Postpaid Gold.,refund,neutral
Can you process a refund for ZENDFiber 100 Mbps?,refund,neutral
Can you process a refund for ZENDFiber 100 Mbps ?,refund,neutral
Please return my money for ZENDFiber 1 Gbps .,refund,happy
Please return my money for ZENDFiber 1 Gbps.,refund,happy
I want a refund for my ZENDCloud VM Pro .,refund,neutral
I want a refund for my ZENDCloud VM Pro.,refund,neutral
Can you process a refund for ZENDStorage 1TB?,refund,neutral
Can you process a refund for ZENDStorage 1TB ?,refund,neutral
Please return my money for ZENDFleet IoT .,refund,happy
Please return my money for ZENDFleet IoT.,refund,happy
I want a refund for my Prepaid Basic .,refund,neutral
I want a refund for my prepaid basic .,refund,neutral
Can you process a refund for Prepaid Plus?,refund,neutral
Can you process a refund for Prepaid Plus ?,refund,neutral
Please return my money for postpaid gold.,refund,happy
Please return my money for Postpaid Gold.,refund,happy
I want a refund for my ZENDFiber 100 Mbps .,refund,neutral
I want a refund for my ZENDFiber 100 Mbps.,refund,neutral
Can you process a refund for ZENDFiber 1 Gbps?,refund,neutral
Can you process a refund for ZENDFiber 1 Gbps ?,refund,neutral
Please return my money for ZENDCloud VM Pro .,refund,happy
Please return my money for ZENDCloud VM Pro.,refund,happy
I want a refund for my ZENDStorage 1TB .,refund,neutral
I want a refund for my ZENDStorage 1TB.,refund,neutral
Can you process a refund for ZENDFleet IoT?,refund,neutral
Can you process a refund for ZENDFleet IoT ?,refund,neutral
Please return my money for Prepaid Basic .,refund,happy
Please return my money for prepaid basic.,refund,happy
I want a refund for my Prepaid Plus .,refund,neutral
I want a refund for my Prepaid Plus.,refund,neutral
Can you process a refund for Postpaid Gold?,refund,neutral
Can you process a refund for postpaid gold?,refund,neutral
Please return my money for ZENDFiber 100 Mbps .,refund,happy
Please return my money for ZENDFiber 100 Mbps.,refund,happy
I want a refund for my ZENDFiber 1 Gbps .,refund,neutral
I want a refund for my ZENDFiber 1 Gbps.,refund,neutral
Can you process a refund for ZENDCloud VM Pro?,refund,neutral
Can you process a refund for ZENDCloud VM Pro ?,refund,neutral
Please return my money for ZENDStorage 1TB .,refund,happy
Please return my money for ZENDStorage 1TB.,refund,happy
I want a refund for my ZENDFleet IoT .,refund,neutral
I want a refund for my ZENDFleet IoT.,refund,neutral
Can you process a refund for Prepaid Basic?,refund,neutral
Can you process a refund for prepaid basic?,refund,neutral
Please return my money for Prepaid Plus .,refund,happy
Please return my money for Prepaid Plus.,refund,happy
I want a refund for my postpaid gold.,refund,neutral
I want a refund for my Postpaid Gold.,refund,neutral
Can you process a refund for ZENDFiber 100 Mbps?,refund,neutral
Can you process a refund for ZENDFiber 100 Mbps ?,refund,neutral
Please return my money for ZENDFiber 1 Gbps .,refund,happy
Please return my money for ZENDFiber 1 Gbps.,refund,happy
I want a refund for my ZENDCloud VM Pro .,refund,neutral
I want a refund for my ZENDCloud VM Pro.,refund,neutral
Can you process a refund for ZENDStorage 1TB?,refund,neutral
Can you process a refund for ZENDStorage 1TB ?,refund,neutral
Please return my money for ZENDFleet IoT .,refund,happy
Please return my money for ZENDFleet IoT.,refund,happy
I want a refund for my Prepaid Basic .,refund,neutral
I want a refund for my prepaid basic .,refund,neutral
Can you process a refund for Prepaid Plus?,refund,neutral
Can you process a refund for Prepaid Plus ?,refund,neutral
Please return my money for postpaid gold.,refund,happy
Please return my money for Postpaid Gold.,refund,happy
I want a refund for my ZENDFiber 100 Mbps .,refund,neutral
I want a refund for my ZENDFiber 100 Mbps.,refund,neutral
Can you process a refund for ZENDFiber 1 Gbps?,refund,neutral
Can you process a refund for ZENDFiber 1 Gbps ?,refund,neutral
Please return my money for ZENDCloud VM Pro .,refund,happy
Please return my money for ZENDCloud VM Pro.,refund,happy
I want a refund for my ZENDStorage 1TB .,refund,neutral
I want a refund for my ZENDStorage 1TB.,refund,neutral
Can you process a refund for ZENDFleet IoT?,refund,neutral
Can you process a refund for ZENDFleet IoT ?,refund,neutral
Please return my money for Prepaid Basic .,refund,happy
Please return my money for prepaid basic.,refund,happy
I want a refund for my Prepaid Plus .,refund,neutral
I want a refund for my Prepaid Plus.,refund,neutral
Can you process a refund for Postpaid Gold?,refund,neutral
Can you process a refund for postpaid gold?,refund,neutral
Please return my money for ZENDFiber 100 Mbps .,refund,happy
Please return my money for ZENDFiber 100 Mbps.,refund,happy
I want a refund for my ZENDFiber 1 Gbps .,refund,neutral
I want a refund for my ZENDFiber 1 Gbps.,refund,neutral
Can you process a refund for ZENDCloud VM Pro?,refund,neutral
Can you process a refund for ZENDCloud VM Pro ?,refund,neutral
Please return my money for ZENDStorage 1TB .,refund,happy
Please return my money for ZENDStorage 1TB.,refund,happy
I want a refund for my ZENDFleet IoT .,refund,neutral
I want a refund for my ZENDFleet IoT.,refund,neutral
Can you process a refund for Prepaid Basic?,refund,neutral
Can you process a refund for prepaid basic?,refund,neutral
Please return my money for Prepaid Plus .,refund,happy
Please return my money for Prepaid Plus.,refund,happy
I want a refund for my postpaid gold.,refund,neutral
I want a refund for my Postpaid Gold.,refund,neutral
Can you process a refund for ZENDFiber 100 Mbps?,refund,neutral
Can you process a refund for ZENDFiber 100 Mbps ?,refund,neutral
Please return my money for ZENDFiber 1 Gbps .,refund,happy
Please return my money for ZENDFiber 1 Gbps.,refund,happy
I want a refund for my ZENDCloud VM Pro .,refund,neutral
I want a refund for my ZENDCloud VM Pro.,refund,neutral
Can you process a refund for ZENDStorage 1TB?,refund,neutral
Can you process a refund for ZENDStorage 1TB ?,refund,neutral
Please return my money for ZENDFleet IoT .,refund,happy
Please return my money for ZENDFleet IoT.,refund,happy
I want a refund for my Prepaid Basic .,refund,neutral
I want a refund for my prepaid basic .,refund,neutral
Can you process a refund for Prepaid Plus?,refund,neutral
Can you process a refund for Prepaid Plus ?,refund,neutral
Please return my money for postpaid gold.,refund,happy
Please return my money for Postpaid Gold.,refund,happy
I want a refund for my ZENDFiber 100 Mbps .,refund,neutral
I want a refund for my ZENDFiber 100 Mbps.,refund,neutral
Can you process a refund for ZENDFiber 1 Gbps?,refund,neutral
Can you process a refund for ZENDFiber 1 Gbps ?,refund,neutral
Please return my money for ZENDCloud VM Pro .,refund,happy
Please return my money for ZENDCloud VM Pro.,refund,happy
I want a refund for my ZENDStorage 1TB .,refund,neutral
I want a refund for my ZENDStorage 1TB.,refund,neutral
Can you process a refund for ZENDFleet IoT?,refund,neutral
Can you process a refund for ZENDFleet IoT ?,refund,neutral
Please return my money for Prepaid Basic .,refund,happy
